456,-1,0.0,61.14,170.71,538.71,27.9,-1,-1
504,-1,46.22,75.37,1196.44,874.16,33.5,-1,-1
505,-1,45.82,46.57,1209.31,895.48,48.9,-1,-1
506,-1,45.9,46.32,1209.51,895.52,49.0,-1,-1
507,-1,47.26,49.01,1216.98,901.63,35.3,-1,-1
508,-1,44.06,41.8,1233.65,907.51,40.8,-1,-1
509,-1,59.08,44.01,1225.16,899.22,45.3,-1,-1
510,-1,58.33,42.64,1230.76,914.85,40.7,-1,-1
512,-1,74.21,50.44,1201.61,911.48,25.4,-1,-1
513,-1,74.94,45.95,1205.41,901.0,36.7,-1,-1
514,-1,68.57,48.09,1214.68,896.8,35.1,-1,-1
517,-1,53.5,48.15,1214.09,901.37,29.2,-1,-1
518,-1,53.48,48.1,1213.73,901.08,29.2,-1,-1
528,-1,45.54,52.53,1241.31,923.85,26.9,-1,-1
531,-1,47.24,56.27,1252.0,886.47,31.5,-1,-1
532,-1,60.28,55.2,1234.67,903.05,28.0,-1,-1
533,-1,52.48,57.08,1244.74,894.29,31.3,-1,-1
535,-1,45.49,60.41,1252.85,900.62,38.2,-1,-1
536,-1,44.92,60.14,1253.38,900.94,38.3,-1,-1
537,-1,52.15,58.6,1244.71,909.03,29.8,-1,-1
538,-1,42.18,55.75,1255.01,919.78,30.2,-1,-1
539,-1,50.6,51.62,1253.33,923.13,35.1,-1,-1
540,-1,66.21,56.18,1235.05,906.29,29.8,-1,-1
565,-1,48.78,48.24,1242.21,910.9,28.5,-1,-1
566,-1,49.1,48.26,1241.81,910.95,28.2,-1,-1
567,-1,61.7,58.49,1235.75,885.82,25.4,-1,-1
579,-1,55.99,45.31,1237.75,896.96,27.3,-1,-1
580,-1,54.16,47.54,1236.31,875.25,33.7,-1,-1
598,-1,25.66,52.61,1306.79,888.71,28.6,-1,-1
604,-1,19.95,50.14,1309.83,879.72,25.0,-1,-1
605,-1,32.99,47.46,1296.47,879.32,37.5,-1,-1
609,-1,22.04,48.62,1309.34,881.63,29.4,-1,-1
610,-1,24.84,46.62,1308.36,885.36,31.3,-1,-1
611,-1,22.7,47.87,1312.59,884.45,26.6,-1,-1
618,-1,52.6,45.35,1283.47,877.56,28.7,-1,-1
727,-1,15.0,52.47,1344.03,889.64,28.8,-1,-1
728,-1,15.04,51.76,1344.47,890.71,28.9,-1,-1
744,-1,22.68,75.82,1342.64,857.62,26.0,-1,-1
745,-1,31.31,87.86,1322.16,837.92,33.0,-1,-1
746,-1,31.38,88.79,1322.17,836.9,32.8,-1,-1
747,-1,27.75,89.27,1322.49,831.43,30.7,-1,-1
748,-1,21.23,81.26,1324.27,844.14,29.5,-1,-1
749,-1,20.14,76.61,1329.31,852.11,29.8,-1,-1
750,-1,25.97,71.73,1339.97,855.87,25.5,-1,-1
753,-1,29.09,72.7,1327.13,860.58,25.3,-1,-1
756,-1,24.56,84.34,1333.66,849.78,29.1,-1,-1
757,-1,21.13,63.96,1338.01,871.8,35.1,-1,-1
758,-1,21.11,64.26,1338.19,871.72,34.9,-1,-1
767,-1,31.87,72.27,1313.13,885.61,26.5,-1,-1
768,-1,27.01,68.33,1318.03,888.94,33.1,-1,-1
769,-1,31.29,110.44,1306.43,848.21,26.4,-1,-1
770,-1,31.37,109.24,1306.3,849.53,26.3,-1,-1
771,-1,35.13,109.67,1302.97,854.12,28.9,-1,-1
772,-1,36.61,154.61,1298.22,800.27,27.1,-1,-1
862,-1,39.41,73.68,1410.23,852.58,25.8,-1,-1
863,-1,38.43,66.46,1404.83,862.56,27.0,-1,-1
864,-1,41.68,68.03,1402.36,861.55,27.3,-1,-1
865,-1,42.11,81.86,1403.49,849.11,25.4,-1,-1
866,-1,42.34,81.9,1403.41,849.01,25.4,-1,-1
868,-1,51.18,86.04,1389.24,841.5,25.4,-1,-1
882,-1,62.11,77.28,1385.68,854.09,26.5,-1,-1
888,-1,64.55,83.64,1385.61,839.3,28.0,-1,-1
