280,-1,60.45,1019.12,56.96,59.63,34.4,-1,-1
281,-1,61.08,1018.95,57.05,60.43,32.2,-1,-1
282,-1,62.02,1021.66,58.98,58.34,33.3,-1,-1
283,-1,63.36,1021.88,59.55,58.12,32.6,-1,-1
286,-1,67.84,1023.56,58.7,56.44,28.1,-1,-1
287,-1,68.83,1023.15,58.61,56.38,26.7,-1,-1
288,-1,69.14,1022.63,58.17,56.45,32.3,-1,-1
289,-1,70.1,1019.44,57.8,59.47,29.1,-1,-1
338,-1,1365.13,513.7,46.61,55.55,30.1,-1,-1
346,-1,1365.47,517.21,43.55,51.53,26.5,-1,-1
361,-1,1365.93,517.56,41.86,51.9,25.0,-1,-1
362,-1,1366.06,517.91,41.62,50.96,26.8,-1,-1
363,-1,1366.02,517.69,41.92,51.72,25.1,-1,-1
364,-1,1366.22,517.95,41.7,51.74,27.6,-1,-1
365,-1,1366.26,518.19,41.25,50.85,26.6,-1,-1
366,-1,1365.86,516.53,41.48,52.83,35.6,-1,-1
367,-1,1365.38,517.98,41.2,50.53,25.5,-1,-1
369,-1,1366.53,517.84,40.8,51.73,30.9,-1,-1
370,-1,1366.23,518.61,40.77,50.34,29.3,-1,-1
372,-1,1366.61,517.69,40.75,51.63,30.4,-1,-1
374,-1,1365.99,518.18,40.59,50.4,30.6,-1,-1
375,-1,1365.83,517.43,41.29,52.51,29.5,-1,-1
376,-1,1365.17,517.06,42.08,52.37,28.4,-1,-1
377,-1,1366.41,518.56,40.21,50.37,27.2,-1,-1
378,-1,1365.58,517.92,41.09,51.2,30.2,-1,-1
379,-1,1364.97,517.32,41.3,52.18,26.7,-1,-1
380,-1,1365.58,517.7,41.18,51.7,26.0,-1,-1
382,-1,1366.02,518.38,39.89,50.72,31.8,-1,-1
384,-1,1364.85,517.38,42.54,52.56,25.7,-1,-1
386,-1,1365.19,517.46,41.53,52.46,27.2,-1,-1
394,-1,1367.31,518.24,38.72,50.6,25.8,-1,-1
396,-1,1365.52,518.43,40.22,49.81,26.4,-1,-1
398,-1,1366.42,518.47,39.06,50.14,27.9,-1,-1
399,-1,1366.51,518.39,39.05,50.43,27.9,-1,-1
400,-1,1365.78,518.2,39.38,50.22,25.9,-1,-1
582,-1,1354.82,520.16,41.57,65.83,26.7,-1,-1
585,-1,1355.01,517.55,45.94,70.04,28.5,-1,-1
2294,-1,1166.6,619.13,38.96,61.04,27.2,-1,-1
2295,-1,1168.26,618.52,37.63,61.97,26.7,-1,-1
2296,-1,1169.37,618.98,36.27,61.86,25.7,-1,-1
2449,-1,1147.77,637.59,32.09,69.58,26.3,-1,-1
2454,-1,1440.79,603.72,37.42,60.0,33.3,-1,-1
2455,-1,1441.57,604.61,37.2,61.41,33.0,-1,-1
2455,-1,1439.82,588.22,41.6,79.01,26.9,-1,-1
2466,-1,1440.99,617.7,37.75,57.04,29.0,-1,-1
2898,-1,996.95,620.89,31.0,66.65,25.1,-1,-1
3564,-1,23.71,967.66,38.68,51.95,25.6,-1,-1
3668,-1,34.11,954.85,41.05,43.73,25.1,-1,-1
3824,-1,640.06,535.77,44.02,113.37,25.2,-1,-1
3825,-1,638.46,536.91,45.5,113.81,28.8,-1,-1
3826,-1,639.7,537.88,44.75,113.39,35.0,-1,-1
3830,-1,637.07,535.16,45.76,118.04,25.4,-1,-1
3831,-1,637.56,536.36,45.52,116.5,36.0,-1,-1
3832,-1,637.84,536.01,44.94,116.58,36.3,-1,-1
3850,-1,624.76,529.58,49.61,127.65,26.3,-1,-1
3870,-1,618.64,550.05,45.7,113.58,32.5,-1,-1
3870,-1,617.42,595.14,45.49,66.96,28.6,-1,-1
3871,-1,614.95,555.47,48.56,108.32,26.4,-1,-1
3874,-1,612.89,536.21,50.49,129.38,32.5,-1,-1
3874,-1,768.95,568.94,44.59,65.95,29.5,-1,-1
3876,-1,612.7,546.24,50.5,119.31,25.2,-1,-1
3877,-1,610.46,542.36,52.25,123.18,32.3,-1,-1
3877,-1,610.8,591.7,50.82,70.49,28.2,-1,-1
3878,-1,611.19,540.11,51.63,125.53,43.8,-1,-1
3878,-1,611.34,591.02,50.48,71.19,41.4,-1,-1
3878,-1,767.25,558.26,45.88,76.03,29.2,-1,-1
3879,-1,612.06,528.39,51.53,136.79,33.7,-1,-1
3880,-1,612.07,523.97,51.33,141.0,32.0,-1,-1
3881,-1,610.35,529.49,52.62,135.87,36.2,-1,-1
3881,-1,610.64,590.19,51.2,71.97,31.5,-1,-1
3882,-1,610.48,534.61,52.4,130.59,33.7,-1,-1
3882,-1,610.58,593.14,51.04,69.0,26.8,-1,-1
3884,-1,613.12,529.65,50.25,135.54,39.1,-1,-1
3884,-1,612.84,593.74,49.37,68.95,30.0,-1,-1
3885,-1,611.51,560.12,50.92,104.84,27.1,-1,-1
3886,-1,616.41,528.5,47.99,135.81,47.6,-1,-1
