19,7,393.76,465.34,21.28,11.58,1,-1,-1,-1
20,7,391.18,464.93,21.76,11.84,1,-1,-1,-1
21,7,387.66,464.09,22.27,12.12,1,-1,-1,-1
27,10,348.24,454.73,28.86,14.49,1,-1,-1,-1
28,10,340.10,452.61,30.44,15.32,1,-1,-1,-1
29,10,331.34,451.58,29.99,15.12,1,-1,-1,-1
30,10,322.20,450.00,32.58,16.50,1,-1,-1,-1
31,10,316.37,448.28,32.48,16.49,1,-1,-1,-1
32,10,314.50,447.70,32.27,16.42,1,-1,-1,-1
33,10,310.33,447.25,30.18,15.27,1,-1,-1,-1
34,10,306.36,447.18,26.90,13.57,1,-1,-1,-1
35,10,303.26,447.23,23.78,12.06,1,-1,-1,-1
36,10,298.27,446.24,23.37,11.86,1,-1,-1,-1
39,16,480.18,739.24,22.48,9.55,1,-1,-1,-1
40,16,477.67,739.24,22.30,9.47,1,-1,-1,-1
74,23,178.53,708.33,32.68,15.47,1,-1,-1,-1
75,23,171.13,707.62,32.21,15.30,1,-1,-1,-1
76,23,162.30,705.92,33.50,15.95,1,-1,-1,-1
77,23,157.41,705.06,34.13,16.25,1,-1,-1,-1
87,25,683.43,808.76,50.22,24.79,1,-1,-1,-1
88,25,681.97,808.87,49.94,24.65,1,-1,-1,-1
92,28,1371.48,786.09,17.10,10.24,1,-1,-1,-1
93,28,1370.61,785.69,17.02,10.18,1,-1,-1,-1
101,31,122.95,353.95,21.99,10.73,1,-1,-1,-1
102,31,125.54,353.06,18.65,9.10,1,-1,-1,-1
104,33,1255.36,775.59,26.73,49.11,1,-1,-1,-1
105,33,1255.25,773.83,27.91,51.04,1,-1,-1,-1
106,33,1255.43,770.89,29.26,53.19,1,-1,-1,-1
107,33,1255.13,770.25,29.84,53.74,1,-1,-1,-1
108,33,1254.55,765.34,33.92,60.81,1,-1,-1,-1
109,33,1254.26,759.40,37.47,66.71,1,-1,-1,-1
110,33,1254.10,757.29,38.93,68.81,1,-1,-1,-1
111,33,1254.01,754.92,40.34,71.30,1,-1,-1,-1
112,33,1251.64,750.84,42.34,74.06,1,-1,-1,-1
113,33,1249.91,748.47,44.22,76.40,1,-1,-1,-1
114,33,1249.49,745.95,45.66,78.90,1,-1,-1,-1
115,36,517.30,353.88,20.28,9.10,1,-1,-1,-1
116,36,514.77,353.43,20.30,9.03,1,-1,-1,-1
117,36,508.55,352.88,20.02,8.83,1,-1,-1,-1
118,36,504.19,352.19,19.80,8.73,1,-1,-1,-1
122,38,693.58,787.40,27.78,13.62,1,-1,-1,-1
123,38,684.43,785.68,29.82,14.63,1,-1,-1,-1
124,38,680.49,784.89,30.59,15.01,1,-1,-1,-1
134,40,697.20,780.18,37.54,15.76,1,-1,-1,-1
135,40,695.95,779.92,37.84,15.89,1,-1,-1,-1
142,33,1213.61,749.47,18.11,36.09,1,-1,-1,-1
143,33,1212.05,750.01,17.03,33.93,1,-1,-1,-1
146,41,1870.57,381.34,22.42,11.41,1,-1,-1,-1
147,41,1869.40,381.81,22.41,11.41,1,-1,-1,-1
153,43,1842.20,346.44,30.34,15.62,1,-1,-1,-1
154,43,1833.96,350.62,23.73,12.12,1,-1,-1,-1
155,43,1829.23,352.89,19.64,10.03,1,-1,-1,-1
165,45,1876.98,167.40,23.99,84.80,1,-1,-1,-1
165,46,1890.36,363.81,21.00,12.41,1,-1,-1,-1
166,45,1873.55,168.40,25.67,90.70,1,-1,-1,-1
166,46,1883.67,367.02,21.63,12.75,1,-1,-1,-1
167,45,1868.89,170.92,25.71,90.82,1,-1,-1,-1
167,46,1880.44,368.59,21.61,12.75,1,-1,-1,-1
168,45,1866.22,172.46,26.01,91.89,1,-1,-1,-1
171,45,1853.74,177.93,23.89,84.34,1,-1,-1,-1
172,45,1849.43,179.41,25.97,91.90,1,-1,-1,-1
173,45,1845.36,181.58,26.75,94.96,1,-1,-1,-1
174,45,1842.67,183.74,28.38,100.36,1,-1,-1,-1
175,45,1839.25,185.49,28.83,101.94,1,-1,-1,-1
175,52,1847.37,184.74,44.91,133.10,1,-1,-1,-1
176,52,1847.50,186.30,47.55,139.15,1,-1,-1,-1
177,52,1842.71,188.74,48.47,141.33,1,-1,-1,-1
178,45,1832.42,189.70,24.89,86.46,1,-1,-1,-1
178,52,1841.98,190.84,50.74,147.95,1,-1,-1,-1
179,45,1830.41,191.41,24.15,82.87,1,-1,-1,-1
180,45,1829.71,194.52,25.61,85.64,1,-1,-1,-1
180,55,1829.12,196.59,20.44,87.55,1,-1,-1,-1
181,45,1826.78,195.46,25.47,85.25,1,-1,-1,-1
181,55,1828.81,198.25,20.41,87.46,1,-1,-1,-1
181,56,249.74,691.97,28.11,14.63,1,-1,-1,-1
182,45,1825.80,195.73,25.41,85.12,1,-1,-1,-1
182,56,247.72,692.36,28.34,14.69,1,-1,-1,-1
183,45,1823.79,199.72,25.07,86.09,1,-1,-1,-1
183,56,240.60,693.27,30.19,15.53,1,-1,-1,-1
184,45,1822.33,201.65,25.07,88.40,1,-1,-1,-1
184,56,237.53,697.46,27.47,13.90,1,-1,-1,-1
185,45,1822.16,203.56,23.76,85.33,1,-1,-1,-1
185,56,234.87,699.79,26.12,12.85,1,-1,-1,-1
185,57,1740.47,781.48,36.20,15.29,1,-1,-1,-1
186,45,1821.33,203.22,24.45,87.97,1,-1,-1,-1
186,56,231.49,701.38,25.60,12.59,1,-1,-1,-1
186,57,1739.35,783.38,34.48,14.70,1,-1,-1,-1
187,45,1821.27,204.87,25.49,92.45,1,-1,-1,-1
187,57,1738.57,784.14,33.78,14.40,1,-1,-1,-1
187,58,1721.09,785.01,47.66,18.53,1,-1,-1,-1
188,45,1821.35,205.45,25.77,94.12,1,-1,-1,-1
188,58,1719.17,785.21,48.46,18.96,1,-1,-1,-1
189,45,1819.94,207.22,24.86,91.58,1,-1,-1,-1
189,58,1714.36,786.77,49.89,19.71,1,-1,-1,-1
189,59,209.55,702.99,36.22,15.13,1,-1,-1,-1
190,45,1819.85,209.22,24.15,89.70,1,-1,-1,-1
190,58,1712.79,788.96,49.41,19.86,1,-1,-1,-1
190,59,205.53,705.82,37.86,15.65,1,-1,-1,-1
191,45,1819.45,211.31,24.37,91.24,1,-1,-1,-1
191,58,1709.70,790.03,50.68,20.37,1,-1,-1,-1
191,59,199.60,708.16,37.10,15.18,1,-1,-1,-1
192,45,1818.89,212.38,24.71,92.95,1,-1,-1,-1
192,59,196.45,709.70,37.64,15.40,1,-1,-1,-1
193,45,1819.50,214.20,25.13,94.84,1,-1,-1,-1
194,45,1819.80,214.84,25.25,95.55,1,-1,-1,-1
195,45,1819.22,215.91,23.85,88.69,1,-1,-1,-1
196,45,1817.60,219.66,23.66,88.32,1,-1,-1,-1
197,45,1816.65,221.38,23.61,88.16,1,-1,-1,-1
198,63,1699.45,805.53,29.36,16.14,1,-1,-1,-1
199,63,1697.58,806.15,28.86,15.87,1,-1,-1,-1
199,64,1744.53,462.12,30.19,11.72,1,-1,-1,-1
199,65,142.35,717.05,49.04,15.71,1,-1,-1,-1
200,63,1697.06,806.27,28.74,15.82,1,-1,-1,-1
200,64,1744.63,462.61,30.52,11.86,1,-1,-1,-1
200,65,140.21,717.28,49.31,15.81,1,-1,-1,-1
201,63,1695.96,806.94,28.28,15.57,1,-1,-1,-1
201,64,1744.82,463.29,30.86,11.99,1,-1,-1,-1
201,65,136.73,717.77,49.27,15.79,1,-1,-1,-1
202,63,1696.41,808.01,24.84,13.68,1,-1,-1,-1
203,63,1690.07,809.14,25.71,14.19,1,-1,-1,-1
204,63,1685.90,809.18,26.27,14.47,1,-1,-1,-1
205,63,1679.21,808.95,27.54,15.14,1,-1,-1,-1
206,63,1676.83,808.87,28.02,15.37,1,-1,-1,-1
207,55,1828.83,228.20,41.18,139.62,1,-1,-1,-1
207,63,1670.96,808.95,30.95,16.87,1,-1,-1,-1
208,55,1827.04,230.61,46.68,139.80,1,-1,-1,-1
208,63,1662.86,808.41,34.92,18.98,1,-1,-1,-1
209,45,1806.77,233.52,22.53,82.09,1,-1,-1,-1
209,55,1827.42,231.96,50.68,138.89,1,-1,-1,-1
209,63,1658.47,809.12,35.08,18.98,1,-1,-1,-1
210,45,1804.98,234.37,22.72,81.65,1,-1,-1,-1
210,55,1825.71,233.02,54.31,139.25,1,-1,-1,-1
210,63,1654.09,810.13,35.04,18.74,1,-1,-1,-1
211,45,1802.99,234.67,26.23,95.29,1,-1,-1,-1
211,55,1825.92,234.25,54.93,140.83,1,-1,-1,-1
211,63,1649.22,811.64,35.93,18.93,1,-1,-1,-1
212,45,1802.35,234.81,27.30,100.04,1,-1,-1,-1
212,58,1643.87,812.24,46.08,19.00,1,-1,-1,-1
212,63,1645.25,812.15,36.45,19.20,1,-1,-1,-1
213,45,1801.03,235.83,27.88,102.89,1,-1,-1,-1
213,55,1805.87,234.52,49.71,126.97,1,-1,-1,-1
213,58,1640.70,813.57,43.02,17.90,1,-1,-1,-1
214,45,1799.42,236.74,26.09,97.04,1,-1,-1,-1
214,55,1799.96,235.12,39.89,102.57,1,-1,-1,-1
214,58,1635.53,814.49,43.49,18.27,1,-1,-1,-1
215,45,1801.62,236.63,28.59,101.21,1,-1,-1,-1
215,55,1795.93,237.12,37.35,99.87,1,-1,-1,-1
215,58,1629.32,815.08,44.54,18.59,1,-1,-1,-1
216,45,1800.90,237.48,28.97,102.56,1,-1,-1,-1
216,55,1796.75,236.89,35.37,95.37,1,-1,-1,-1
216,58,1625.23,816.04,44.56,18.60,1,-1,-1,-1
217,45,1798.28,238.96,26.89,96.69,1,-1,-1,-1
217,55,1797.71,237.63,34.91,93.49,1,-1,-1,-1
218,45,1797.70,239.37,26.16,95.32,1,-1,-1,-1
218,55,1798.02,237.84,34.81,92.74,1,-1,-1,-1
218,70,14.38,753.76,14.16,9.85,1,-1,-1,-1
219,45,1801.51,238.54,30.86,106.38,1,-1,-1,-1
219,55,1796.25,238.80,36.35,98.36,1,-1,-1,-1
219,70,13.29,754.11,14.36,10.00,1,-1,-1,-1
220,45,1800.81,238.89,32.79,108.32,1,-1,-1,-1
220,55,1794.53,239.79,36.13,99.40,1,-1,-1,-1
221,45,1797.67,239.12,35.13,114.90,1,-1,-1,-1
221,55,1793.17,240.64,35.83,98.58,1,-1,-1,-1
222,45,1795.42,239.85,32.77,107.74,1,-1,-1,-1
223,45,1794.61,240.20,33.71,111.47,1,-1,-1,-1
223,64,1722.17,478.16,33.30,12.99,1,-1,-1,-1
224,45,1794.39,240.32,33.87,112.56,1,-1,-1,-1
224,64,1721.83,478.35,33.27,13.00,1,-1,-1,-1
225,45,1795.32,241.53,32.06,106.42,1,-1,-1,-1
225,55,1791.62,240.50,44.72,124.92,1,-1,-1,-1
225,64,1719.95,477.34,35.58,13.87,1,-1,-1,-1
226,45,1794.48,242.61,29.99,99.74,1,-1,-1,-1
226,55,1790.99,240.92,42.39,120.55,1,-1,-1,-1
226,64,1718.90,477.75,35.97,14.02,1,-1,-1,-1
227,45,1793.92,243.26,29.96,99.66,1,-1,-1,-1
227,55,1793.07,241.32,48.71,135.65,1,-1,-1,-1
228,55,1793.16,241.35,52.03,142.36,1,-1,-1,-1
229,55,1794.87,241.11,53.66,143.86,1,-1,-1,-1
230,55,1795.37,240.99,54.81,144.40,1,-1,-1,-1
231,45,1794.94,242.74,32.83,106.96,1,-1,-1,-1
231,55,1796.06,241.11,54.33,140.94,1,-1,-1,-1
232,45,1794.71,243.10,33.03,107.61,1,-1,-1,-1
232,55,1798.22,240.68,55.88,141.17,1,-1,-1,-1
233,55,1795.74,240.38,58.06,143.79,1,-1,-1,-1
234,45,1811.50,247.46,41.19,123.15,1,-1,-1,-1
234,55,1796.68,240.13,59.36,143.13,1,-1,-1,-1
235,45,1813.80,251.46,40.46,114.43,1,-1,-1,-1
235,55,1798.12,240.48,58.67,138.41,1,-1,-1,-1
236,45,1814.21,252.99,40.96,110.90,1,-1,-1,-1
236,55,1798.38,240.61,58.98,136.50,1,-1,-1,-1
236,75,1851.05,736.97,52.43,20.31,1,-1,-1,-1
237,45,1815.83,254.03,41.18,111.49,1,-1,-1,-1
237,55,1798.27,240.77,58.67,133.02,1,-1,-1,-1
237,63,1580.33,815.04,22.12,11.61,1,-1,-1,-1
237,75,1848.93,736.49,53.38,20.68,1,-1,-1,-1
237,78,1342.95,396.17,25.89,17.72,1,-1,-1,-1
238,55,1798.58,240.95,58.82,133.37,1,-1,-1,-1
238,63,1577.41,814.37,21.39,11.32,1,-1,-1,-1
238,78,1336.68,396.38,26.10,17.79,1,-1,-1,-1
239,63,1574.83,814.36,20.76,10.99,1,-1,-1,-1
239,78,1333.24,396.34,26.16,17.83,1,-1,-1,-1
240,63,1567.91,812.77,22.79,11.85,1,-1,-1,-1
241,63,1565.22,812.40,22.46,11.81,1,-1,-1,-1
242,63,1564.41,812.26,22.31,11.82,1,-1,-1,-1
242,79,1784.80,241.08,22.30,91.54,1,-1,-1,-1
243,63,1559.44,811.81,22.45,11.86,1,-1,-1,-1
243,79,1784.83,241.08,22.35,91.76,1,-1,-1,-1
244,63,1553.37,812.19,22.60,11.76,1,-1,-1,-1
244,79,1783.47,240.03,20.57,83.88,1,-1,-1,-1
245,63,1549.67,811.94,22.55,11.73,1,-1,-1,-1
245,79,1782.18,241.15,21.94,89.22,1,-1,-1,-1
246,79,1781.64,241.21,21.90,89.03,1,-1,-1,-1
