1,-1,0.46,596.2,222.43,425.93,89.8,-1,-1
1,-1,664.21,397.26,117.16,216.7,89.0,-1,-1
1,-1,999.4,362.64,70.98,165.47,87.4,-1,-1
1,-1,821.77,379.39,102.34,197.01,84.7,-1,-1
1,-1,1599.09,603.72,136.97,86.42,76.7,-1,-1
1,-1,917.79,364.76,93.76,171.15,76.4,-1,-1
1,-1,324.12,441.39,193.43,295.91,74.7,-1,-1
1,-1,1034.82,344.34,66.5,132.98,74.7,-1,-1
1,-1,324.87,441.42,119.49,297.57,59.5,-1,-1
1,-1,890.78,356.36,34.48,127.82,58.9,-1,-1
2,-1,0.46,596.16,222.46,426.06,89.8,-1,-1
2,-1,664.22,397.27,117.16,216.69,89.0,-1,-1
2,-1,999.33,362.63,71.05,165.46,87.5,-1,-1
2,-1,821.77,379.33,102.37,197.1,84.6,-1,-1
2,-1,1599.1,603.78,136.98,86.35,76.5,-1,-1
2,-1,917.78,364.7,93.8,171.21,76.0,-1,-1
2,-1,1034.83,344.48,66.46,132.88,74.7,-1,-1
2,-1,324.11,441.4,193.08,295.92,74.6,-1,-1
2,-1,324.86,441.43,118.97,297.59,59.6,-1,-1
2,-1,890.79,356.45,34.5,127.73,58.7,-1,-1
3,-1,0.0,596.77,222.95,426.08,89.8,-1,-1
3,-1,665.67,397.87,116.07,216.09,89.0,-1,-1
3,-1,999.42,362.43,71.08,165.65,87.9,-1,-1
3,-1,822.27,380.01,103.11,197.15,85.0,-1,-1
3,-1,1599.34,603.84,136.48,87.13,81.0,-1,-1
3,-1,323.7,441.79,196.43,297.64,74.9,-1,-1
3,-1,1035.16,344.21,66.69,133.42,74.7,-1,-1
3,-1,917.9,364.79,91.77,171.15,74.0,-1,-1
3,-1,891.06,356.66,34.64,128.32,60.1,-1,-1
3,-1,324.5,441.64,123.76,299.37,58.0,-1,-1
3,-1,1890.14,775.4,29.75,41.99,27.4,-1,-1
4,-1,0.0,598.14,224.37,423.95,89.7,-1,-1
4,-1,665.62,397.15,117.46,217.03,89.2,-1,-1
4,-1,999.98,362.19,70.3,165.96,86.8,-1,-1
4,-1,823.64,378.84,101.78,198.0,84.8,-1,-1
4,-1,1599.54,603.85,136.79,87.62,79.4,-1,-1
4,-1,919.03,365.11,91.9,170.82,76.3,-1,-1
4,-1,324.29,441.86,199.24,297.66,74.5,-1,-1
4,-1,1035.88,344.17,66.28,133.39,73.3,-1,-1
4,-1,892.49,357.44,34.57,127.08,58.1,-1,-1
4,-1,324.73,441.41,131.99,300.0,32.5,-1,-1
4,-1,1888.45,774.14,31.42,42.56,26.5,-1,-1
5,-1,0.45,598.01,225.12,427.64,89.2,-1,-1
5,-1,666.94,396.45,116.32,217.6,89.1,-1,-1
5,-1,1000.71,362.37,69.97,165.63,87.9,-1,-1
5,-1,1601.72,604.57,134.51,88.04,83.5,-1,-1
5,-1,825.43,378.22,100.77,197.97,83.4,-1,-1
5,-1,919.09,364.9,92.1,171.64,77.8,-1,-1
5,-1,323.9,442.26,201.91,297.72,74.9,-1,-1
5,-1,1036.3,343.97,65.84,133.1,72.6,-1,-1
5,-1,892.95,357.61,34.22,126.14,49.9,-1,-1
5,-1,1887.81,774.5,32.07,42.36,26.5,-1,-1
5,-1,324.36,441.84,136.64,300.03,26.3,-1,-1
6,-1,0.44,596.76,226.28,429.05,89.1,-1,-1
6,-1,667.95,396.06,116.38,218.6,89.1,-1,-1
6,-1,1001.26,361.88,69.96,167.01,87.2,-1,-1
6,-1,825.61,378.31,102.99,198.79,84.3,-1,-1
6,-1,1601.94,604.14,135.22,88.59,83.8,-1,-1
6,-1,920.8,365.37,91.68,172.03,76.6,-1,-1
6,-1,325.75,442.21,200.68,297.81,74.7,-1,-1
6,-1,1034.95,343.56,67.15,133.89,73.3,-1,-1
6,-1,893.73,359.58,35.95,123.0,54.0,-1,-1
6,-1,325.92,441.88,134.82,299.87,26.1,-1,-1
7,-1,0.43,596.32,226.81,430.06,89.1,-1,-1
7,-1,667.94,396.64,116.12,218.11,88.8,-1,-1
7,-1,1001.19,361.92,70.1,167.26,86.5,-1,-1
7,-1,826.01,379.0,104.21,198.34,85.0,-1,-1
7,-1,1600.44,604.36,136.49,88.56,79.7,-1,-1
7,-1,326.41,442.03,201.98,297.7,76.5,-1,-1
7,-1,922.21,366.53,92.17,171.37,73.8,-1,-1
7,-1,1035.27,343.59,67.01,134.0,73.0,-1,-1
7,-1,893.97,359.52,35.68,122.86,58.6,-1,-1
8,-1,0.43,596.58,226.88,429.48,89.1,-1,-1
8,-1,667.74,396.77,116.2,217.9,88.8,-1,-1
8,-1,1001.07,361.88,70.25,167.37,86.9,-1,-1
8,-1,826.34,379.04,104.07,198.24,84.8,-1,-1
8,-1,1600.16,605.06,136.59,88.08,78.9,-1,-1
8,-1,326.41,442.06,201.75,297.52,76.4,-1,-1
8,-1,1035.21,343.57,67.09,134.12,73.3,-1,-1
8,-1,921.89,366.39,92.43,171.53,72.8,-1,-1
8,-1,893.96,359.52,35.7,122.94,58.4,-1,-1
9,-1,0.43,595.6,226.6,431.04,89.4,-1,-1
9,-1,667.57,396.65,115.86,218.08,88.9,-1,-1
9,-1,1001.63,361.49,69.97,167.67,87.3,-1,-1
9,-1,826.48,379.03,104.12,197.7,85.3,-1,-1
9,-1,327.83,442.81,200.96,296.63,78.7,-1,-1
9,-1,1600.01,607.2,135.66,85.48,76.8,-1,-1
9,-1,1035.47,343.72,66.34,134.06,73.0,-1,-1
9,-1,921.22,365.12,91.83,174.35,72.4,-1,-1
9,-1,894.09,359.88,35.61,121.96,60.4,-1,-1
10,-1,0.39,595.52,226.44,429.47,89.7,-1,-1
