                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 0.4146,                0.43176,                 1.0759,                0.95887,                0.95235,                0.95738,                0.87288,                0.45427,                 0.3772,                0.99709,             0.00060797,             0.00060797,             0.00060797
                     18,                0.41171,                0.43463,                 1.0759,                0.98233,                0.95542,                0.96753,                0.88533,                0.43335,                0.34663,                 0.9797,              0.0006009,              0.0006009,              0.0006009
                     19,                0.40968,                0.42465,                 1.0778,                0.97175,                0.95601,                0.96903,                0.89485,                0.44438,                0.33633,                0.98492,             0.00059383,             0.00059383,             0.00059383
                     20,                0.40798,                0.41938,                 1.0716,                0.98228,                0.95285,                0.96796,                0.89318,                0.42506,                0.32804,                0.98475,             0.00058677,             0.00058677,             0.00058677
                     21,                0.40818,                0.41124,                 1.0738,                0.97888,                0.94177,                0.96887,                0.90049,                0.41807,                0.33052,                0.97723,              0.0005797,              0.0005797,              0.0005797
                     22,                0.39958,                0.39547,                 1.0648,                0.97521,                0.95714,                0.96949,                0.90103,                0.41757,                0.32396,                0.96221,             0.00057263,             0.00057263,             0.00057263
                     23,                 0.3914,                0.38953,                 1.0629,                0.97882,                0.94609,                 0.9677,                0.88425,                0.44815,                0.35619,                0.98461,             0.00056556,             0.00056556,             0.00056556
                     24,                0.39238,                0.39029,                 1.0613,                0.98046,                0.94455,                0.97122,                0.89355,                0.41808,                0.33807,                0.97819,             0.00055849,             0.00055849,             0.00055849
                     25,                0.39551,                0.39641,                 1.0625,                0.98186,                0.95002,                0.96971,                0.90262,                0.40523,                0.31027,                0.95073,             0.00055142,             0.00055142,             0.00055142
                     26,                0.39476,                0.38272,                  1.062,                0.97954,                0.96064,                0.96874,                0.89795,                0.41928,                0.31214,                 0.9597,             0.00054435,             0.00054435,             0.00054435
                     27,                0.38214,                0.37258,                 1.0576,                 0.9781,                 0.9522,                0.96769,                0.90061,                0.41451,                0.33063,                0.96726,             0.00053728,             0.00053728,             0.00053728
                     28,                0.38904,                0.37659,                 1.0587,                0.98475,                0.95227,                0.96982,                0.90588,                0.41178,                0.30213,                0.95205,             0.00053022,             0.00053022,             0.00053022
                     29,                  0.382,                0.36845,                 1.0559,                0.98349,                0.95654,                 0.9703,                0.90196,                0.39401,                 0.3137,                0.94602,             0.00052315,             0.00052315,             0.00052315
                     30,                0.37873,                0.36532,                 1.0523,                  0.972,                0.95067,                0.96863,                0.89987,                0.41195,                0.31449,                 0.9596,             0.00051608,             0.00051608,             0.00051608
                     31,                0.37882,                0.37043,                  1.054,                0.98535,                0.94349,                0.96898,                0.90307,                0.39214,                0.32527,                0.93373,             0.00050901,             0.00050901,             0.00050901
                     32,                0.38059,                0.37483,                 1.0545,                 0.9837,                 0.9507,                0.97018,                0.90717,                0.39713,                0.31644,                0.94675,             0.00050194,             0.00050194,             0.00050194
                     33,                0.37446,                0.36233,                 1.0505,                 0.9882,                0.95467,                0.96928,                0.90089,                0.40841,                0.31248,                0.95648,             0.00049487,             0.00049487,             0.00049487
                     34,                 0.3692,                0.35354,                 1.0474,                 0.9791,                0.95065,                0.96913,                0.91057,                0.39023,                0.29921,                0.93265,              0.0004878,              0.0004878,              0.0004878
                     35,                0.36417,                0.35219,                 1.0432,                0.98477,                0.96094,                0.97133,                0.90693,                0.40165,                0.31447,                0.95046,             0.00048074,             0.00048074,             0.00048074
                     36,                0.36576,                0.34902,                 1.0494,                0.98241,                0.96144,                0.97147,                0.89557,                0.40161,                0.30817,                0.95817,             0.00047367,             0.00047367,             0.00047367
                     37,                0.36966,                0.35088,                 1.0515,                 0.9797,                0.96393,                0.97016,                0.90572,                0.42182,                0.33451,                0.97985,              0.0004666,              0.0004666,              0.0004666
                     38,                0.35999,                0.34016,                 1.0421,                0.97337,                0.96523,                0.97017,                0.90865,                0.38639,                0.28651,                0.93936,             0.00045953,             0.00045953,             0.00045953
                     39,                0.36313,                0.34109,                 1.0405,                 0.9763,                0.95907,                0.97361,                0.91258,                0.38145,                0.29606,                0.93042,             0.00045246,             0.00045246,             0.00045246
                     40,                0.36723,                0.33984,                 1.0437,                0.98706,                0.95529,                0.97161,                0.90577,                0.39487,                0.29969,                0.93902,             0.00044539,             0.00044539,             0.00044539
                     41,                 0.3603,                0.33419,                 1.0417,                0.98574,                0.95293,                0.97061,                0.91229,                0.37758,                0.29256,                0.92199,             0.00043832,             0.00043832,             0.00043832
                     42,                0.35482,                0.32485,                 1.0351,                0.97529,                0.95563,                0.97062,                0.91351,                0.38408,                0.28797,                0.92498,             0.00043126,             0.00043126,             0.00043126
                     43,                0.35866,                0.32875,                 1.0406,                0.98397,                0.95695,                0.97232,                0.90855,                 0.3714,                0.28446,                0.91904,             0.00042419,             0.00042419,             0.00042419
                     44,                0.35322,                0.32555,                 1.0365,                0.98671,                 0.9564,                0.97001,                0.90937,                 0.4003,                0.30092,                0.93864,             0.00041712,             0.00041712,             0.00041712
                     45,                 0.3528,                0.31713,                 1.0383,                0.98162,                 0.9567,                0.97011,                0.90976,                0.38622,                0.30343,                0.94785,             0.00041005,             0.00041005,             0.00041005
                     46,                0.35241,                0.32583,                 1.0398,                0.97321,                0.95792,                0.97059,                0.91194,                0.39392,                0.30502,                0.94926,             0.00040298,             0.00040298,             0.00040298
                     47,                0.35062,                0.32033,                 1.0368,                0.97409,                0.96537,                0.97066,                0.91155,                0.37733,                0.29179,                0.92652,             0.00039591,             0.00039591,             0.00039591
                     48,                0.35005,                0.32047,                 1.0333,                0.98532,                0.95772,                0.97159,                0.91555,                 0.3753,                0.28637,                0.92434,             0.00038884,             0.00038884,             0.00038884
                     49,                0.34414,                0.31361,                 1.0323,                0.98423,                0.95892,                0.97216,                0.90954,                0.36543,                0.27304,                0.91688,             0.00038178,             0.00038178,             0.00038178
                     50,                0.34278,                0.31542,                 1.0288,                0.97774,                0.95278,                0.97079,                0.90845,                0.37175,                0.28477,                0.92073,             0.00037471,             0.00037471,             0.00037471
                     51,                0.34315,                0.30959,                 1.0326,                0.98187,                0.95083,                0.97125,                0.91146,                0.37795,                 0.2775,                0.92896,             0.00036764,             0.00036764,             0.00036764
                     52,                0.34021,                0.30287,                 1.0277,                 0.9759,                0.96493,                 0.9713,                0.91821,                0.36479,                0.28305,                0.91573,             0.00036057,             0.00036057,             0.00036057
                     53,                0.34057,                0.30145,                 1.0275,                0.98156,                0.96332,                0.96958,                0.91628,                0.38822,                 0.2974,                0.94203,              0.0003535,              0.0003535,              0.0003535
                     54,                0.33557,                0.29819,                 1.0238,                 0.9838,                0.96216,                 0.9705,                 0.9118,                0.37702,                0.27891,                0.92201,             0.00034643,             0.00034643,             0.00034643
                     55,                0.33897,                0.29931,                 1.0253,                0.98236,                0.96541,                0.97296,                0.91656,                0.36045,                0.26865,                0.91101,             0.00033936,             0.00033936,             0.00033936
                     56,                0.33897,                 0.3055,                 1.0276,                 0.9857,                0.96331,                0.97089,                0.90773,                0.38732,                0.29156,                0.93899,              0.0003323,              0.0003323,              0.0003323
                     57,                0.33131,                 0.2934,                 1.0222,                0.98557,                0.95199,                0.97321,                0.90929,                0.37056,                0.28258,                0.92442,             0.00032523,             0.00032523,             0.00032523
                     58,                0.33341,                0.29893,                 1.0247,                0.98366,                 0.9549,                0.97244,                0.91473,                0.37281,                0.28617,                0.92448,             0.00031816,             0.00031816,             0.00031816
                     59,                0.32982,                0.28704,                 1.0208,                0.98628,                0.95692,                0.97356,                0.91657,                0.36754,                0.28096,                0.91811,             0.00031109,             0.00031109,             0.00031109
                     60,                0.32812,                0.28481,                 1.0189,                 0.9904,                0.95514,                0.97306,                0.91305,                 0.3671,                 0.2709,                0.91654,             0.00030402,             0.00030402,             0.00030402
                     61,                0.33157,                0.28892,                 1.0226,                0.98961,                 0.9575,                0.97209,                0.91253,                0.37807,                0.27721,                0.93522,             0.00029695,             0.00029695,             0.00029695
                     62,                0.32389,                0.28124,                 1.0189,                0.98675,                0.95552,                0.97098,                0.91069,                0.36304,                0.27416,                0.91413,             0.00028988,             0.00028988,             0.00028988
                     63,                0.32085,                0.27627,                 1.0172,                0.98387,                0.95013,                0.96874,                0.90813,                0.37123,                0.29095,                0.92199,             0.00028282,             0.00028282,             0.00028282
                     64,                 0.3288,                0.28133,                 1.0215,                0.98479,                0.95271,                0.97263,                0.91051,                0.36265,                0.27499,                0.91686,             0.00027575,             0.00027575,             0.00027575
                     65,                0.32477,                 0.2787,                 1.0224,                0.98215,                0.95101,                 0.9707,                0.91095,                0.37622,                0.28581,                0.93105,             0.00026868,             0.00026868,             0.00026868
                     66,                0.32178,                0.28202,                 1.0168,                0.98342,                0.95045,                0.97193,                0.91347,                 0.3737,                0.28417,                 0.9233,             0.00026161,             0.00026161,             0.00026161
                     67,                0.32042,                0.27695,                 1.0169,                 0.9864,                0.95939,                0.97243,                0.91746,                0.37137,                0.27331,                0.91707,             0.00025454,             0.00025454,             0.00025454
                     68,                0.31991,                0.27312,                 1.0141,                0.98676,                0.95508,                0.97306,                0.91976,                0.36837,                0.28516,                 0.9167,             0.00024747,             0.00024747,             0.00024747
                     69,                0.31614,                0.27127,                  1.011,                0.98176,                 0.9636,                0.97352,                0.91753,                0.36602,                  0.275,                0.92052,              0.0002404,              0.0002404,              0.0002404
                     70,                0.31764,                0.26754,                  1.011,                0.98783,                 0.9615,                0.97364,                0.91261,                  0.367,                0.27798,                 0.9219,             0.00023334,             0.00023334,             0.00023334
                     71,                0.31171,                0.27267,                 1.0082,                 0.9835,                0.95953,                0.97509,                0.91374,                0.36357,                0.27883,                0.91852,             0.00022627,             0.00022627,             0.00022627
                     72,                 0.3121,                0.26808,                 1.0128,                0.97952,                0.96137,                0.97432,                 0.9173,                 0.3672,                0.28133,                0.92018,              0.0002192,              0.0002192,              0.0002192
                     73,                0.31211,                0.26492,                   1.01,                0.98221,                 0.9547,                0.97254,                0.90829,                0.36557,                0.27848,                0.92026,             0.00021213,             0.00021213,             0.00021213
                     74,                0.31213,                0.26455,                 1.0088,                0.98509,                0.95527,                0.97364,                0.91778,                0.36353,                0.27674,                0.91123,             0.00020506,             0.00020506,             0.00020506
                     75,                0.30695,                0.26367,                 1.0064,                0.97982,                0.95804,                0.97269,                0.92079,                0.34795,                0.26531,                0.89463,             0.00019799,             0.00019799,             0.00019799
                     76,                 0.3125,                0.26287,                 1.0097,                0.98218,                0.95881,                0.97302,                0.92124,                0.34542,                0.26233,                0.89291,             0.00019092,             0.00019092,             0.00019092
                     77,                 0.3092,                0.25768,                 1.0096,                0.97741,                0.96396,                0.97375,                0.92156,                0.35136,                0.26104,                0.89846,             0.00018385,             0.00018385,             0.00018385
                     78,                0.30872,                0.25932,                 1.0071,                0.98307,                0.95644,                0.97338,                0.92004,                0.35016,                 0.2708,                0.89525,             0.00017679,             0.00017679,             0.00017679
                     79,                0.30518,                0.25202,                 1.0052,                0.98324,                 0.9589,                0.97336,                0.92211,                 0.3455,                0.26085,                0.88708,             0.00016972,             0.00016972,             0.00016972
                     80,                0.30085,                0.25336,                0.99882,                0.98189,                0.96317,                0.97305,                 0.9226,                0.34047,                0.25296,                0.88028,             0.00016265,             0.00016265,             0.00016265
                     81,                0.30067,                0.25432,                 1.0011,                0.98625,                0.95771,                0.97466,                0.92358,                0.33947,                 0.2536,                0.87928,             0.00015558,             0.00015558,             0.00015558
                     82,                0.30307,                0.24918,                  1.004,                0.98483,                0.95489,                0.97382,                0.91888,                0.35053,                0.26622,                0.89599,             0.00014851,             0.00014851,             0.00014851
                     83,                0.29744,                 0.2481,                0.99993,                 0.9829,                0.95487,                0.97286,                0.91969,                0.35109,                0.26335,                0.89708,             0.00014144,             0.00014144,             0.00014144
                     84,                0.29957,                 0.2471,                 1.0025,                0.98511,                0.95444,                0.97249,                0.92164,                0.34976,                0.26218,                0.89311,             0.00013437,             0.00013437,             0.00013437
                     85,                0.29659,                0.24511,                0.99987,                0.98334,                0.95669,                0.97134,                0.92415,                0.34568,                0.25664,                0.88751,             0.00012731,             0.00012731,             0.00012731
                     86,                0.29579,                0.24042,                 0.9987,                0.97649,                0.95664,                0.97324,                0.92458,                0.34461,                0.25953,                0.88604,             0.00012024,             0.00012024,             0.00012024
                     87,                0.29466,                0.24195,                 1.0007,                0.98367,                0.95807,                0.97359,                0.92374,                0.34499,                0.25943,                0.88645,             0.00011317,             0.00011317,             0.00011317
                     88,                0.28831,                0.23913,                0.99417,                0.98151,                0.96046,                0.97454,                0.92098,                0.35194,                0.26227,                0.89566,              0.0001061,              0.0001061,              0.0001061
                     89,                0.29774,                0.24267,                 1.0027,                0.97763,                0.96167,                0.97414,                0.92805,                 0.3443,                0.25666,                0.88772,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                0.29463,                0.23985,                0.99992,                0.97264,                 0.9609,                 0.9739,                0.92582,                0.34359,                0.25811,                0.88523,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                0.23144,                0.19038,                0.97922,                0.98107,                0.96141,                0.97297,                0.91307,                0.35013,                 0.2577,                0.90078,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                0.22124,                0.16736,                0.96736,                0.97726,                0.96333,                0.97408,                0.91662,                0.34423,                0.24887,                0.89566,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                 0.2204,                0.16705,                0.96713,                0.97893,                 0.9625,                0.97454,                 0.9197,                0.34544,                0.25018,                0.89489,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                 0.2144,                0.16247,                0.96359,                0.97905,                0.95944,                0.97461,                0.92067,                0.33791,                0.25009,                 0.8903,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                0.20976,                0.15758,                0.95928,                0.98255,                0.95802,                0.97516,                  0.921,                0.33749,                0.25145,                0.88674,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                0.20846,                0.15532,                0.96255,                0.98168,                0.95753,                0.97529,                0.92251,                0.33661,                0.24238,                0.88947,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                0.20412,                0.15202,                0.95467,                0.98214,                 0.9595,                0.97652,                  0.922,                0.33178,                0.23954,                0.88052,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     98,                0.20374,                  0.153,                0.95221,                 0.9821,                0.95951,                0.97643,                0.92433,                0.33198,                0.23794,                0.88064,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     99,                0.20291,                0.15103,                0.95414,                0.97931,                0.95975,                 0.9755,                0.92284,                 0.3309,                 0.2371,                0.87813,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    100,                 0.2021,                0.14895,                0.95581,                0.97942,                0.95858,                0.97524,                0.92285,                0.33348,                0.23902,                0.88217,             2.1277e-05,             2.1277e-05,             2.1277e-05
