                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 2.0496,                 1.0209,                0.85842,                0.58785,                 0.2607,                0.28994,                0.14583,                 2.4173,                 1.3684,                 0.8402,               0.009109,               0.009109,               0.009109
                     12,                  2.029,                 1.0098,                0.85283,                0.59677,                0.26092,                 0.2944,                0.15083,                 2.3174,                 1.3645,                0.82512,                0.00901,                0.00901,                0.00901
                     13,                 2.0014,                   0.99,                0.84629,                0.61367,                0.27334,                 0.3104,                0.15926,                 2.3334,                 1.3409,                0.81541,               0.008911,               0.008911,               0.008911
                     14,                 1.9969,                0.97271,                0.84243,                0.62315,                0.28567,                0.31813,                0.16073,                 2.3071,                 1.3272,                0.81967,               0.008812,               0.008812,               0.008812
                     15,                 1.9711,                0.96299,                0.84281,                0.63684,                0.27191,                0.30728,                0.15488,                 2.2966,                 1.3486,                0.81257,               0.008713,               0.008713,               0.008713
                     16,                 1.9569,                0.95558,                0.83988,                0.62721,                0.27861,                0.30988,                0.15892,                 2.2521,                 1.2718,                0.81089,               0.008614,               0.008614,               0.008614
                     17,                 1.9599,                0.96886,                0.83866,                0.60438,                0.28054,                0.31767,                0.16264,                  2.232,                 1.2185,                0.80478,               0.008515,               0.008515,               0.008515
                     18,                 1.9138,                0.93882,                0.83569,                0.59142,                 0.2847,                0.31807,                0.16304,                 2.1989,                 1.2143,                0.80333,               0.008416,               0.008416,               0.008416
                     19,                 1.9184,                0.94842,                0.83511,                0.61316,                0.29326,                0.32645,                 0.1697,                  2.202,                 1.2025,                0.80715,               0.008317,               0.008317,               0.008317
                     20,                 1.8802,                0.92988,                0.83264,                0.62685,                0.28295,                0.32059,                0.16787,                 2.1889,                 1.2415,                0.80586,               0.008218,               0.008218,               0.008218
                     21,                 1.8944,                0.92637,                0.83451,                0.62942,                0.29544,                 0.3365,                0.17938,                 2.1312,                 1.2103,                0.80418,               0.008119,               0.008119,               0.008119
                     22,                 1.8882,                0.92773,                0.83277,                0.63389,                0.29019,                0.33654,                 0.1789,                 2.1944,                 1.1671,                0.81045,                0.00802,                0.00802,                0.00802
                     23,                  1.847,                0.91636,                0.83001,                0.62826,                 0.2886,                0.32383,                0.17409,                  2.126,                  1.165,                0.80419,               0.007921,               0.007921,               0.007921
                     24,                  1.842,                0.90614,                0.83042,                0.62344,                0.29873,                0.33475,                0.17737,                 2.1279,                 1.1512,                0.80106,               0.007822,               0.007822,               0.007822
                     25,                 1.8176,                0.89133,                0.82757,                0.63023,                0.29474,                0.33768,                0.17817,                 2.1014,                 1.1465,                0.79742,               0.007723,               0.007723,               0.007723
                     26,                  1.824,                0.89521,                0.82664,                0.65098,                 0.2941,                0.34015,                0.18115,                 2.0857,                 1.1188,                0.80104,               0.007624,               0.007624,               0.007624
                     27,                 1.7996,                 0.8773,                0.82652,                0.65359,                0.29971,                0.34499,                0.18598,                 2.1021,                  1.149,                0.79974,               0.007525,               0.007525,               0.007525
                     28,                 1.8053,                 0.8805,                0.82809,                 0.6431,                0.29297,                0.33882,                0.18486,                 2.0475,                 1.1109,                0.79918,               0.007426,               0.007426,               0.007426
                     29,                 1.7991,                0.87691,                0.82453,                0.65625,                0.29689,                0.34477,                0.18615,                  2.076,                 1.1282,                0.79483,               0.007327,               0.007327,               0.007327
                     30,                 1.8046,                0.87607,                 0.8232,                0.64434,                0.30448,                0.34887,                0.18615,                 2.0701,                 1.1026,                0.80174,               0.007228,               0.007228,               0.007228
                     31,                 1.7746,                0.86393,                0.82541,                 0.6623,                0.29983,                0.34327,                0.18683,                 2.0434,                 1.0774,                0.79859,               0.007129,               0.007129,               0.007129
                     32,                   1.75,                0.84593,                0.82505,                0.66399,                 0.3026,                0.35122,                0.19025,                 2.0396,                 1.0942,                0.80014,                0.00703,                0.00703,                0.00703
                     33,                 1.7698,                0.86607,                 0.8217,                0.66144,                0.30368,                 0.3482,                  0.192,                 2.0411,                 1.0892,                0.79729,               0.006931,               0.006931,               0.006931
                     34,                 1.7486,                0.84076,                0.81965,                 0.6599,                 0.3067,                0.35224,                0.19177,                 2.0304,                 1.1006,                0.79542,               0.006832,               0.006832,               0.006832
                     35,                 1.7604,                0.85095,                0.82062,                0.65827,                 0.3037,                0.35164,                0.19266,                 1.9628,                 1.0407,                0.79581,               0.006733,               0.006733,               0.006733
                     36,                 1.7468,                0.84924,                0.82077,                0.66713,                0.29988,                 0.3494,                0.19348,                 1.9791,                 1.0724,                0.79574,               0.006634,               0.006634,               0.006634
                     37,                 1.7589,                0.84727,                 0.8229,                0.67905,                0.30479,                0.35418,                0.19495,                 1.9573,                0.99921,                0.79435,               0.006535,               0.006535,               0.006535
                     38,                 1.7081,                0.82305,                0.81896,                0.66179,                0.30486,                0.35164,                0.19647,                 2.0218,                 1.0739,                0.79418,               0.006436,               0.006436,               0.006436
                     39,                 1.7235,                0.83404,                0.82065,                0.66309,                0.29951,                0.35272,                0.19587,                 2.0332,                 1.1005,                0.79427,               0.006337,               0.006337,               0.006337
                     40,                 1.7072,                0.81632,                0.81814,                0.67035,                0.30448,                0.36031,                0.19837,                 1.9939,                 1.0719,                0.79239,               0.006238,               0.006238,               0.006238
                     41,                 1.7023,                0.81537,                0.81978,                0.68383,                0.30451,                0.35871,                0.19801,                 1.9811,                 1.0614,                 0.7944,               0.006139,               0.006139,               0.006139
                     42,                 1.7019,                 0.8131,                0.81996,                0.68415,                0.30945,                0.36336,                0.20131,                 1.9931,                  1.081,                0.79492,                0.00604,                0.00604,                0.00604
                     43,                 1.6859,                0.80458,                0.81446,                0.67397,                0.30726,                0.36177,                0.19891,                  1.979,                 1.0674,                0.79304,               0.005941,               0.005941,               0.005941
                     44,                 1.6927,                0.82194,                0.81415,                0.67685,                0.30499,                 0.3596,                 0.2005,                 1.9675,                 1.0334,                0.79577,               0.005842,               0.005842,               0.005842
                     45,                 1.6771,                0.80961,                 0.8155,                0.67036,                0.30756,                0.36138,                0.20192,                 1.9655,                 1.0442,                0.79262,               0.005743,               0.005743,               0.005743
                     46,                 1.6963,                0.80583,                0.81534,                0.68078,                0.30823,                0.36423,                 0.2017,                 1.9849,                 1.0439,                0.79348,               0.005644,               0.005644,               0.005644
                     47,                 1.6732,                0.80176,                 0.8181,                0.66679,                0.30669,                0.36205,                0.20363,                 1.9785,                 1.0357,                0.79304,               0.005545,               0.005545,               0.005545
                     48,                 1.6698,                0.79669,                0.81613,                0.68176,                 0.3064,                0.36297,                0.20374,                 1.9694,                 1.0221,                0.79411,               0.005446,               0.005446,               0.005446
                     49,                 1.6565,                 0.7946,                0.81394,                0.67473,                0.30809,                0.36516,                0.20454,                   1.94,                 1.0216,                0.79139,               0.005347,               0.005347,               0.005347
                     50,                 1.6712,                0.80801,                0.81481,                0.68637,                0.30835,                 0.3667,                0.20306,                 1.9576,                   1.04,                0.79079,               0.005248,               0.005248,               0.005248
                     51,                 1.6666,                0.79365,                0.81196,                0.69964,                0.30782,                0.36821,                0.20551,                 1.9539,                 1.0306,                 0.7926,               0.005149,               0.005149,               0.005149
                     52,                 1.6474,                0.78352,                 0.8155,                0.69054,                0.31211,                0.37015,                 0.2068,                 1.9216,                 1.0238,                0.79005,                0.00505,                0.00505,                0.00505
                     53,                 1.6465,                0.78299,                0.81362,                0.68273,                0.30993,                0.36984,                0.20615,                 1.9446,                  1.024,                0.78991,               0.004951,               0.004951,               0.004951
                     54,                 1.6315,                0.78397,                0.81164,                0.68945,                0.30966,                0.36985,                  0.206,                 1.9457,                 1.0104,                0.78991,               0.004852,               0.004852,               0.004852
                     55,                 1.6536,                  0.786,                0.81429,                 0.6892,                0.30958,                0.36927,                0.20657,                 1.9405,                 1.0169,                 0.7905,               0.004753,               0.004753,               0.004753
                     56,                 1.6177,                0.76864,                  0.811,                0.69548,                 0.3114,                0.37028,                0.20746,                 1.9453,                 1.0278,                0.78987,               0.004654,               0.004654,               0.004654
                     57,                 1.6249,                0.76834,                0.81272,                0.69014,                0.31435,                0.37245,                0.20854,                 1.9157,                 1.0057,                0.78916,               0.004555,               0.004555,               0.004555
                     58,                 1.6078,                0.76132,                0.81052,                0.68668,                0.31105,                0.36836,                0.20773,                  1.923,                0.99754,                0.79025,               0.004456,               0.004456,               0.004456
                     59,                 1.6169,                0.76645,                 0.8106,                0.68762,                0.31304,                0.36994,                0.20808,                 1.9257,                0.99984,                0.78985,               0.004357,               0.004357,               0.004357
                     60,                 1.6057,                0.75752,                0.81188,                0.68183,                0.31283,                0.36986,                0.20893,                 1.9201,                0.99943,                 0.7895,               0.004258,               0.004258,               0.004258
                     61,                 1.6125,                0.76983,                0.81344,                 0.6818,                 0.3152,                0.37327,                0.20912,                 1.9179,                0.99365,                0.78982,               0.004159,               0.004159,               0.004159
                     62,                 1.5967,                0.75643,                0.80962,                0.68274,                0.31248,                0.37461,                0.21088,                 1.9133,                0.99361,                0.78944,                0.00406,                0.00406,                0.00406
                     63,                 1.6074,                0.75741,                0.81068,                0.68523,                0.31446,                0.37565,                 0.2122,                 1.9095,                0.99176,                0.78931,               0.003961,               0.003961,               0.003961
                     64,                 1.5838,                0.74788,                0.80868,                0.68625,                0.31563,                0.37789,                0.21418,                 1.9006,                0.99793,                0.78648,               0.003862,               0.003862,               0.003862
                     65,                  1.571,                0.73779,                0.80825,                 0.6866,                0.31568,                0.37906,                0.21406,                 1.8975,                 1.0003,                0.78622,               0.003763,               0.003763,               0.003763
                     66,                 1.5925,                0.74981,                0.80979,                0.69243,                0.31684,                0.37902,                0.21389,                 1.9015,                 1.0016,                0.78708,               0.003664,               0.003664,               0.003664
                     67,                 1.5779,                0.74437,                0.81034,                0.69676,                 0.3161,                0.37973,                0.21492,                 1.9079,                  1.004,                0.78768,               0.003565,               0.003565,               0.003565
                     68,                 1.5772,                0.74873,                0.80711,                0.69694,                0.31641,                0.37996,                 0.2147,                 1.9079,                 1.0057,                0.78756,               0.003466,               0.003466,               0.003466
                     69,                 1.5556,                0.73203,                0.80845,                0.69398,                0.31606,                0.37992,                0.21488,                 1.9052,                 1.0039,                0.78709,               0.003367,               0.003367,               0.003367
                     70,                 1.5522,                0.72825,                 0.8061,                0.69335,                0.31475,                0.37875,                0.21537,                 1.9003,                0.99502,                0.78695,               0.003268,               0.003268,               0.003268
                     71,                 1.5647,                0.74044,                0.80638,                0.68938,                0.31446,                0.37886,                0.21528,                 1.8969,                0.99305,                0.78681,               0.003169,               0.003169,               0.003169
                     72,                 1.5708,                0.74027,                0.80761,                0.68703,                0.31603,                0.38016,                 0.2162,                 1.8957,                0.99314,                  0.787,                0.00307,                0.00307,                0.00307
                     73,                 1.5582,                0.72885,                0.80526,                0.68475,                 0.3154,                0.37933,                0.21675,                 1.8919,                0.99013,                0.78719,               0.002971,               0.002971,               0.002971
                     74,                 1.5333,                0.72047,                0.80521,                0.68588,                0.31542,                0.37974,                0.21677,                 1.8864,                 0.9887,                0.78675,               0.002872,               0.002872,               0.002872
                     75,                 1.5268,                0.70899,                0.80625,                0.68548,                0.31519,                0.37995,                0.21684,                  1.888,                0.98943,                0.78671,               0.002773,               0.002773,               0.002773
                     76,                 1.5249,                0.71266,                 0.8055,                0.68664,                0.31522,                0.37922,                0.21684,                 1.8868,                 0.9881,                0.78626,               0.002674,               0.002674,               0.002674
                     77,                 1.5387,                0.72101,                0.80602,                0.69312,                0.31467,                0.37878,                0.21721,                 1.8845,                0.98571,                 0.7861,               0.002575,               0.002575,               0.002575
                     78,                 1.5171,                0.71014,                0.80428,                0.68477,                 0.3149,                0.37911,                0.21707,                 1.8846,                0.98466,                0.78577,               0.002476,               0.002476,               0.002476
                     79,                 1.5245,                  0.711,                0.80582,                0.68412,                0.31398,                0.37815,                0.21714,                 1.8842,                 0.9835,                0.78578,               0.002377,               0.002377,               0.002377
                     80,                 1.5133,                0.70261,                 0.8054,                0.68424,                0.31418,                0.37904,                0.21754,                 1.8824,                 0.9817,                0.78569,               0.002278,               0.002278,               0.002278
                     81,                  1.506,                0.70585,                0.80178,                0.68331,                0.31497,                0.37998,                0.21838,                 1.8805,                0.98047,                0.78563,               0.002179,               0.002179,               0.002179
                     82,                 1.5162,                0.70505,                0.80185,                0.68352,                0.31599,                  0.381,                0.21877,                 1.8776,                0.98045,                0.78537,                0.00208,                0.00208,                0.00208
                     83,                 1.4983,                0.69783,                0.80522,                0.68575,                0.31591,                0.38141,                0.21907,                  1.877,                0.98235,                0.78509,               0.001981,               0.001981,               0.001981
                     84,                 1.4788,                0.68221,                0.80498,                0.68737,                0.31594,                0.38203,                0.21917,                 1.8775,                0.98318,                0.78489,               0.001882,               0.001882,               0.001882
                     85,                 1.5038,                0.69768,                0.80185,                0.68997,                0.31647,                0.38218,                0.21916,                 1.8766,                0.98361,                0.78484,               0.001783,               0.001783,               0.001783
                     86,                 1.4736,                0.68973,                 0.8007,                0.68943,                0.31632,                0.38257,                0.21962,                 1.8748,                0.98433,                0.78456,               0.001684,               0.001684,               0.001684
                     87,                 1.4826,                0.68497,                0.80031,                0.69084,                0.31609,                 0.3826,                0.21988,                 1.8736,                 0.9857,                0.78438,               0.001585,               0.001585,               0.001585
                     88,                 1.4795,                0.68442,                0.80046,                0.69265,                0.31702,                0.38452,                0.22032,                 1.8745,                  0.986,                0.78432,               0.001486,               0.001486,               0.001486
                     89,                 1.4556,                 0.6713,                0.79989,                0.68971,                0.31753,                 0.3844,                0.22053,                 1.8747,                 0.9856,                0.78436,               0.001387,               0.001387,               0.001387
                     90,                 1.4606,                0.68058,                0.79845,                0.69257,                0.31737,                0.38466,                 0.2208,                 1.8755,                0.98536,                0.78441,               0.001288,               0.001288,               0.001288
                     91,                 1.4484,                 0.6745,                  0.806,                0.69221,                0.31819,                0.38497,                0.22093,                 1.8719,                0.98328,                 0.7842,               0.001189,               0.001189,               0.001189
                     92,                 1.4175,                0.65675,                0.80359,                0.69751,                0.31804,                0.38549,                0.22192,                  1.867,                0.98094,                0.78378,                0.00109,                0.00109,                0.00109
                     93,                 1.4106,                0.65379,                0.80357,                0.69707,                0.31796,                0.38572,                0.22241,                 1.8625,                0.97893,                0.78342,               0.000991,               0.000991,               0.000991
                     94,                 1.4168,                0.65766,                0.80578,                0.69866,                0.31888,                0.38668,                0.22289,                 1.8581,                0.97734,                0.78308,               0.000892,               0.000892,               0.000892
                     95,                 1.4053,                0.64844,                0.80407,                0.69877,                0.31913,                0.38686,                0.22316,                  1.854,                0.97544,                0.78288,               0.000793,               0.000793,               0.000793
                     96,                 1.3873,                0.64378,                0.80646,                0.70114,                 0.3198,                0.38846,                0.22372,                 1.8508,                0.97378,                0.78264,               0.000694,               0.000694,               0.000694
                     97,                 1.3923,                0.64192,                 0.8033,                0.70369,                 0.3195,                0.38848,                0.22382,                 1.8476,                0.97214,                0.78247,               0.000595,               0.000595,               0.000595
                     98,                 1.3862,                0.62904,                  0.804,                0.70192,                0.32003,                 0.3892,                0.22419,                 1.8453,                0.97102,                0.78228,               0.000496,               0.000496,               0.000496
                     99,                 1.3809,                0.63528,                0.80488,                0.70288,                0.32003,                0.39002,                0.22437,                 1.8435,                0.96996,                0.78216,               0.000397,               0.000397,               0.000397
                    100,                 1.3683,                0.62592,                0.80355,                 0.7024,                0.31988,                0.39015,                0.22462,                  1.842,                0.96936,                0.78201,               0.000298,               0.000298,               0.000298
