                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3454,                0.97583,                 1.1232,                 0.9329,                  0.899,                0.94859,                0.76091,                0.71998,                0.47818,                0.89852,             0.00066494,             0.00066494,             0.00066494
                      2,                  1.402,                 1.0116,                 1.1478,                0.92217,                  0.882,                0.92547,                0.72771,                0.78423,                0.69466,                0.92683,              0.0013184,              0.0013184,              0.0013184
                      3,                 1.4308,                 1.0343,                 1.1675,                0.94354,                0.88333,                 0.9444,                0.73335,                0.78888,                0.52644,                 0.9179,              0.0019587,              0.0019587,              0.0019587
                      4,                 1.4271,                 1.0308,                 1.1694,                0.93736,                0.89786,                0.94749,                0.75175,                0.77707,                0.53884,                 0.9226,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.4039,                 1.0046,                 1.1518,                0.93327,                 0.9044,                0.95696,                0.75386,                0.76638,                0.53465,                0.92363,              0.0019406,              0.0019406,              0.0019406
                      6,                 1.3903,                0.99042,                 1.1494,                0.94453,                0.89683,                0.95841,                0.74622,                0.80088,                0.50726,                0.92089,              0.0019208,              0.0019208,              0.0019208
                      7,                 1.3864,                0.98541,                 1.1427,                0.93798,                0.91533,                0.95935,                0.75124,                0.78093,                0.52061,                0.92131,               0.001901,               0.001901,               0.001901
                      8,                 1.3809,                0.97728,                 1.1426,                0.93835,                  0.904,                0.95531,                0.76637,                 0.7372,                0.49015,                0.90091,              0.0018812,              0.0018812,              0.0018812
                      9,                 1.3504,                0.95642,                 1.1312,                0.93352,                0.92133,                0.96405,                0.76995,                0.72163,                0.48433,                0.90438,              0.0018614,              0.0018614,              0.0018614
                     10,                 1.3535,                  0.957,                 1.1244,                0.93895,                0.91249,                0.95794,                0.77079,                0.71417,                0.49667,                0.89817,              0.0018416,              0.0018416,              0.0018416
                     11,                 1.3468,                0.95092,                 1.1241,                0.94795,                0.91065,                0.96308,                0.76738,                0.73375,                 0.4738,                 0.9052,              0.0018218,              0.0018218,              0.0018218
                     12,                  1.337,                0.94408,                 1.1214,                0.93549,                0.90933,                0.96505,                0.78185,                0.69397,                0.47205,                0.89882,               0.001802,               0.001802,               0.001802
                     13,                 1.3349,                 0.9419,                 1.1189,                0.93559,                0.91992,                0.96222,                0.76726,                0.71257,                0.46906,                0.89515,              0.0017822,              0.0017822,              0.0017822
                     14,                 1.3236,                0.92928,                 1.1135,                0.93954,                0.92467,                0.96461,                0.77623,                0.70689,                0.44808,                0.90006,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.3215,                0.92132,                 1.1119,                0.95098,                0.90537,                0.96342,                0.78256,                0.69649,                0.44956,                0.89277,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.3208,                0.92106,                 1.1099,                0.95099,                0.91853,                0.96429,                0.78625,                0.70236,                0.45276,                0.89914,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.3058,                0.91307,                  1.102,                0.93506,                  0.934,                0.96565,                0.78343,                0.68548,                0.45519,                0.88848,               0.001703,               0.001703,               0.001703
                     18,                 1.2957,                0.89879,                 1.0998,                0.95719,                0.90929,                0.96616,                0.78672,                0.69116,                0.44347,                0.88757,              0.0016832,              0.0016832,              0.0016832
                     19,                 1.2897,                0.89764,                 1.0949,                0.94773,                  0.916,                0.96352,                0.77921,                0.70514,                0.45461,                0.89594,              0.0016634,              0.0016634,              0.0016634
                     20,                 1.2888,                0.89043,                 1.0946,                0.94641,                0.91867,                0.96598,                0.78402,                0.69353,                0.44203,                0.88752,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.2791,                 0.8892,                 1.0893,                0.95308,                0.92082,                0.96882,                0.79486,                 0.6805,                0.42671,                0.88543,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.2746,                0.88428,                 1.0879,                0.95244,                0.92267,                0.97203,                0.79105,                0.67572,                0.43139,                0.88318,               0.001604,               0.001604,               0.001604
                     23,                 1.2752,                0.88586,                 1.0892,                0.95537,                0.91933,                 0.9691,                0.79566,                0.68194,                0.42803,                0.88177,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.2688,                0.87329,                 1.0856,                0.94538,                0.92303,                0.96869,                0.79452,                0.67113,                0.42033,                0.88635,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.2726,                0.86967,                 1.0846,                0.95576,                 0.9217,                0.97118,                0.80378,                0.66399,                0.41945,                0.87992,              0.0015446,              0.0015446,              0.0015446
