                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9738,                 2.6522,                 1.5098,                0.00794,                0.58824,                0.14246,                0.05464,                 1.6261,                 3.2756,                 1.2609,                0.00054,                0.00054,                0.00054
                      2,                 1.8119,                 2.0272,                 1.4118,                0.07284,                0.11765,                0.04833,                0.01946,                  1.783,                 3.0195,                 1.4264,              0.0010891,              0.0010891,              0.0010891
                      3,                 1.8579,                  1.927,                 1.4136,                0.15672,                0.31765,                0.08497,                0.04301,                  1.975,                 3.1737,                 1.5201,              0.0016271,              0.0016271,              0.0016271
                      4,                   1.83,                 1.8259,                 1.3991,                0.40357,                0.41176,                0.33864,                0.16417,                 1.8551,                 2.0602,                 1.3666,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.8051,                 1.7791,                 1.4413,                0.44945,                0.51865,                 0.4889,                0.24342,                 1.7447,                 1.8103,                 1.3373,              0.0019406,              0.0019406,              0.0019406
                      6,                 1.7662,                 1.7261,                 1.3865,                0.56848,                    0.4,                0.44572,                0.22985,                 1.7428,                 2.8615,                 1.3092,              0.0019208,              0.0019208,              0.0019208
                      7,                 1.7088,                 1.5417,                 1.3586,                0.56689,                0.47059,                0.43161,                0.23352,                 1.6668,                 2.0549,                 1.2605,               0.001901,               0.001901,               0.001901
                      8,                 1.6787,                 1.5024,                 1.3208,                0.42315,                0.34524,                0.32197,                0.18596,                 1.6554,                 3.3213,                 1.2878,              0.0018812,              0.0018812,              0.0018812
                      9,                 1.6495,                 1.4345,                 1.3331,                0.63318,                0.50588,                0.57181,                 0.2977,                 1.5855,                 1.5709,                 1.2491,              0.0018614,              0.0018614,              0.0018614
                     10,                  1.688,                 1.4476,                 1.3183,                0.55452,                0.52941,                0.53019,                0.27703,                 1.6564,                 1.5349,                 1.2323,              0.0018416,              0.0018416,              0.0018416
                     11,                 1.7424,                  1.475,                 1.3354,                0.62872,                0.69412,                0.66514,                0.35099,                 1.6133,                 1.3316,                 1.2148,              0.0018218,              0.0018218,              0.0018218
                     12,                 1.6763,                 1.3845,                 1.3232,                0.68074,                    0.6,                0.68941,                0.37579,                 1.5748,                 1.3603,                 1.2132,               0.001802,               0.001802,               0.001802
                     13,                 1.5905,                 1.2845,                 1.2411,                0.71413,                0.67059,                0.70393,                0.39259,                 1.5542,                 1.3212,                 1.1927,              0.0017822,              0.0017822,              0.0017822
                     14,                 1.6142,                 1.2802,                 1.2656,                0.75177,                0.65882,                0.69372,                0.36969,                 1.5844,                 1.3434,                 1.1958,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.5775,                  1.273,                 1.2341,                0.72814,                    0.6,                0.68617,                0.39757,                 1.4796,                 1.3979,                 1.1904,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.5867,                 1.2267,                 1.2514,                0.79665,                0.51765,                0.63975,                0.36317,                 1.5646,                   1.27,                 1.2769,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.5544,                 1.1847,                 1.2207,                0.66574,                0.71765,                0.69252,                0.41526,                    1.4,                 1.2217,                 1.1561,               0.001703,               0.001703,               0.001703
                     18,                 1.5256,                 1.2023,                 1.2309,                0.78027,                0.63529,                0.69027,                0.41034,                 1.5085,                 1.1615,                 1.2134,              0.0016832,              0.0016832,              0.0016832
                     19,                 1.4989,                 1.1616,                 1.1867,                0.70375,                0.72941,                0.72885,                0.40958,                 1.4863,                 1.1746,                 1.1697,              0.0016634,              0.0016634,              0.0016634
                     20,                 1.5043,                 1.1748,                 1.2249,                0.66532,                0.56134,                0.61873,                0.34531,                 1.6567,                 1.3118,                 1.1987,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.5495,                 1.2211,                 1.2363,                0.73485,                0.71765,                0.71078,                0.42165,                 1.5342,                 1.1638,                 1.1928,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.4786,                 1.1241,                 1.2164,                0.74466,                0.72054,                0.74064,                0.46281,                  1.377,                 1.0639,                 1.1186,               0.001604,               0.001604,               0.001604
                     23,                   1.47,                 1.1605,                 1.2058,                0.72939,                0.68235,                0.72906,                0.43254,                 1.4439,                 1.0897,                  1.145,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.4973,                 1.1385,                 1.2131,                0.81765,                0.73858,                 0.7598,                0.44685,                 1.4199,                 1.1202,                 1.1526,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.4623,                 1.1045,                 1.1928,                0.79813,                0.64706,                 0.7465,                0.39835,                  1.511,                 1.1382,                 1.1676,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.4513,                 1.0889,                 1.2078,                0.77955,                0.63529,                0.69495,                0.41284,                 1.4376,                 1.3342,                 1.1428,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.4452,                 1.1027,                 1.2213,                0.77194,                0.71765,                0.73514,                0.43602,                 1.5461,                 1.0506,                 1.2147,               0.001505,               0.001505,               0.001505
                     28,                 1.4493,                 1.0369,                  1.173,                0.78647,                0.65882,                0.73311,                0.42332,                 1.4331,                 1.0811,                 1.1396,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.3884,                 1.0674,                  1.176,                0.82454,                0.62353,                0.67591,                0.38893,                 1.5015,                 1.2294,                 1.1424,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.4331,                 1.0622,                 1.1789,                0.73583,                0.75372,                0.74825,                0.38358,                 1.5476,                  1.179,                 1.2063,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.4005,                 1.0704,                 1.1956,                0.70743,                0.72941,                0.74194,                0.42922,                 1.5322,                  1.086,                 1.2012,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.3992,                 1.0364,                 1.1753,                0.82043,                0.69412,                0.77794,                0.44271,                 1.4248,                 1.0439,                 1.1528,               0.001406,               0.001406,               0.001406
